Node,x,y,
322,1643.01397,1238.54175,
323,1583.594015,1974.16904,
324,1774.1908,1197.77715,
325,1186.245,2046.4681375,
326,1561.573242,1946.0413,
327,988.3549,1732.23465,
328,787.8301,1605.8097,
329,897.614,2044.9324835,
330,1224.4477,2174.57321,
331,1120.3983,2059.468611,
332,842.09575,1719.04555,
333,962.14665,1620.1669,
334,807.5717,1603.842025,
335,616.55695,1825.4132,
336,731.1537,1645.0173,
337,828.5668,1610.94165,
338,1184.47265,1163.38765,
339,768.3323,1517.4532,
340,795.5701,1790.8262,
341,1753.93479,1491.9324,
342,1647.407525,931.2618,
343,1437.424315,946.4173,
344,1451.6396,903.5285,
345,1487.2959635,854.1041,
346,1682.97985,1163.9982,
347,1654.57427,1251.05775,
348,1770.516075,1210.7784,
349,1772.277975,1635.03705,
350,1528.7898275,894.8045,
351,1450.830982,1356.79965,
352,1578.7618,996.1346,
353,1435.26174,912.82125,
354,1427.763695,1095.9097,
355,1451.3091775,882.3774,
356,1718.74769,1177.2508,
357,1727.484885,1293.09195,
358,1503.7606395,978.51035,
359,1446.319985,1003.685,
360,1487.907095,960.2209,
361,1485.4834975,1004.3377,
362,1586.206545,978.008,
363,1499.457134,1002.4575,
364,1542.0758875,1046.34995,
365,1436.45594,1255.01015,
366,1494.430715,1014.56515,
367,1467.238835,1040.199,
368,1580.117045,1069.8328,
369,1564.776825,1020.938,
370,1471.943665,1005.64375,
371,1499.51073,1028.129,
372,1722.11375,1070.57855,
373,1469.64029,1117.5865,
374,1523.8013075,1064.7725,
375,1348.66648,1482.536,
376,1497.2522125,1090.69575,
377,1551.89656,1636.814525,
378,1686.74264,1030.57685,
379,1667.49296,1217.8118,
380,1524.510459,1126.86385,
381,1564.510655,1355.99435,
382,1563.13841,1239.13605,
383,1483.400799,1086.6935,
384,1632.21063,1058.8238,
385,1556.992205,1055.43305,
386,1556.85327,1125.38235,
387,1654.20603,1045.16715,
388,995.07395,1478.4317,
389,1696.2715,1084.2363,
390,1536.02839,1153.63355,
391,1658.31951,950.6036,
392,1631.107315,817.51425,
393,1749.5449,1243.5353,
394,1650.58718,1126.9869,
395,1706.263375,1105.02145,
396,1661.01045,1359.82675,
397,1761.6083,1592.79785,
398,1778.246485,1399.37665,
399,1731.00283,1686.554825,
400,1741.79075,1268.851,
401,1887.2557,1337.7504,
402,1561.949955,1500.30385,
403,1640.155,1305.04175,
404,1654.08991,1406.4428,
405,1555.23702,1143.2328,
406,1460.1977,1106.223,
407,1450.38334,1150.13175,
408,1483.628557,1065.0129,
409,1599.275285,1463.08315,
410,1210.9379,1605.17215,
411,1304.259085,1512.5669,
412,1283.545725,1166.89175,
413,1564.40869,1610.0627,
414,1747.3411,1311.24975,
415,1589.51858,1289.14705,
416,1707.52297,1520.7117,
417,1730.1645,1163.88125,
418,1684.307685,1146.95645,
419,1699.31875,1559.29878,
420,1640.5776,1284.9733,
421,1593.034975,1151.51415,
422,1555.744565,1900.631115,
423,1867.0728,1314.24215,
424,1320.9486,1985.63461,
425,1626.21376,1230.59815,
426,1670.00669,1233.5813,
427,1586.5931,1008.3801,
428,1739.5075,1138.12875,
429,1730.6984,1227.411,
430,1698.0826,1342.682,
431,1595.05345,1566.97273,
432,1761.83065,1477.49615,
433,1476.471977,1631.0623,
434,1523.967478,1561.4829,
435,1781.85215,1617.21327,
436,1521.0596435,1210.62045,
437,1633.65328,921.8956,
438,1694.17959,1204.99025,
439,1577.533775,1411.61515,
440,1361.72765,2057.349186,
441,1595.26451,1069.4214,
442,1870.879415,1513.54605,
443,1435.454895,1229.8232,
444,1640.533715,1194.77865,
445,1531.0003965,1199.18265,
446,1493.5420475,1148.05585,
447,1647.000815,1215.31465,
448,1677.53565,1410.2167,
449,1734.19,1392.29925,
450,1806.0942,1314.80835,
451,1654.49006,1387.61885,
452,1701.2333,1065.23575,
453,1606.8432,1061.753,
454,1653.811485,1429.9355,
455,1745.82145,1329.4964,
456,1822.217675,1263.36645,
457,1569.556915,1050.2793,
458,1786.1785,1279.75715,
459,1648.98455,1147.242,
460,1753.23195,1555.97438,
461,1566.48385,1687.704575,
462,1610.029425,1267.0435,
463,1586.20619,1132.86525,
464,1658.223165,1600.52,
465,1911.5736,1467.9719,
466,1741.10856,1178.6059,
467,1615.32374,1172.02035,
468,1618.48635,1248.487,
469,1560.909275,1538.33615,
470,1784.51235,1304.80335,
471,1767.1617,1613.0388,
472,1587.12035,1619.925825,
473,1787.29867,1472.6963,
474,1678.63798,1354.0702,
475,1741.639885,1438.42185,
476,1508.2838225,1451.3028,
477,1731.198965,1117.8331,
478,1645.62594,1708.26762,
479,1509.3319642,1478.1514,
480,1918.1717,1442.86665,
481,1648.04891,1490.4897,
482,1625.531745,1290.952,
483,1742.60009,1647.4004,
484,1391.127555,1647.6108,
485,1854.5327,1511.34,
486,1602.99473,1426.79235,
487,1687.69584,1450.2488,
488,1458.893845,1667.809675,
489,1690.56249,1281.5158,
490,1013.30085,1644.4614,
491,1563.502335,1398.4016,
492,1724.77793,1375.77545,
493,1682.9796,1695.573925,
494,1769.52425,1275.5533,
495,1886.3607,1357.50815,
496,1685.2042,1517.09515,
497,1793.69985,1451.80865,
498,1478.091085,2057.625798,
499,1712.166375,1467.0854,
500,1776.0456,1600.50845,
501,1732.56295,1552.96165,
502,1729.763635,1187.5082,
503,1797.48425,1368.2417,
504,1730.063775,1448.90075,
505,1696.8105,1461.95785,
506,1535.858825,1537.82655,
507,1507.2951405,1531.1124,
508,1720.9177,1395.20605,
509,1617.952745,1865.6285,
510,1573.98913,1823.50441,
511,1213.99215,2002.45555,
512,1764.47185,1512.7149,
513,1752.90403,1348.282,
514,1753.43955,1213.68155,
515,1504.650973,1589.4108,
516,1414.93814,1799.683025,
517,1762.254125,1236.8613,
518,1240.83485,1705.8249,
519,1646.987635,1333.67,
520,1668.2892,1498.48065,
521,1771.8002,1551.55632,
522,1253.83312,1859.837385,
523,1750.2432,1230.94885,
524,1756.57644,1432.53055,
525,1762.293465,1389.8511,
526,1691.923285,1245.3559,
527,1701.90615,1235.18265,
528,1796.9147,1327.73645,
529,1851.9504,1232.3569,
530,1778.66675,1762.64253,
531,1921.4169,1412.5948,
532,1777.6447,1434.3995,
533,1879.20785,1239.41205,
534,1781.421225,1574.3733,
535,1624.045945,1589.91345,
536,1861.71205,1298.0519,
537,1842.88085,1626.3353,
538,1826.5307,1448.04685,
539,1170.11233,1740.82942,
540,1805.903375,1515.00845,
541,1651.54188,1896.900635,
542,1654.4608,1555.47415,
543,1750.51203,1609.17503,
544,1823.639,1671.50295,
545,1718.0864,1500.0536,
546,1685.885125,1641.31163,
547,1720.33325,1612.747635,
548,1562.851725,1564.0241,
549,1626.936775,1628.792,
550,1721.74905,1536.56765,
551,1623.85953,1438.38815,
552,1728.00305,1335.5192,
553,1669.23175,1651.3003,
554,1661.76359,1693.21025,
555,1684.372475,1261.865,
556,1686.94459,1657.74742,
557,1820.0218,1301.00495,
558,1761.60311,1681.94485,
559,1607.16262,1515.70105,
560,1406.23973,1585.49522,
561,1816.038935,1352.8757,
562,1278.0729,1861.487835,
563,1832.5163,1609.22978,
564,1409.2854,2003.63773,
565,1571.15124,1586.1461,
566,1805.987085,1613.583965,
567,1694.572625,1932.3577,
568,1790.484,1599.1883,
569,1745.91796,1540.2601,
570,1733.456765,1307.8133,
571,1531.601285,1828.47418,
572,1606.317285,1615.229475,
573,1881.60145,1502.4074,
574,1895.2283,1455.9004,
575,1771.63925,1468.0237,
576,1795.7469,1767.20735,
577,1819.51708,1433.53775,
578,1421.04377,1860.05609,
579,1880.361,1172.7991,
580,1857.07015,1556.30098,
581,1867.3644,1422.19055,
582,1882.034325,1441.9645,
583,1834.00245,1342.20655,
584,1810.253075,1445.48525,
585,1491.514986,1561.8874,
586,1699.35605,1480.50245,
587,1528.85993,1642.66072,
588,1698.593985,1413.59435,
589,1748.010275,1403.73895,
590,1563.7679175,1661.8041,
591,1778.078025,1535.0444,
592,1845.083,1402.7489,
593,1628.80845,1487.85815,
594,1703.29673,1443.5912,
595,1551.344655,1411.31075,
596,1625.608925,1501.78085,
597,1576.254195,1303.2812,
598,1811.05205,1590.398175,
599,1768.708365,1414.3216,
600,1830.6236,1461.55605,
601,1829.02735,1397.92185,
602,1893.71885,1485.00375,
603,1712.879465,1383.24535,
604,1776.9648,1364.52515,
605,1731.06625,1409.09585,
606,1637.66173,1462.3285,
607,1762.63265,1372.77345,
608,1593.697655,1601.69487,
609,1684.63813,1473.20145,
610,1704.69671,1397.38,
611,1772.24715,1450.63705,
612,1875.3863,1533.0776,
613,1671.2544,1441.11945,
614,1705.219825,1428.66015,
615,1757.35555,1706.28828,
616,1789.44195,1490.0925,
617,1361.234565,2021.564268,
618,1801.37695,1667.60105,
619,1840.71705,1649.8036,
620,1850.50283,1489.95465,
621,1511.377048115,1411.2517,
622,1754.18045,1418.9574,
623,1339.62035,1866.91935,
624,1823.00338,1421.32155,
625,1641.354685,1442.28865,
626,1816.7375,1553.570785,
627,1570.977345,1742.005935,
628,1715.6894,1557.4118,
629,1874.700765,1487.00335,
630,1829.52117,1591.952375,
631,1576.606825,1434.08515,
632,1915.73342,1544.56825,
633,1823.3505,1519.1672,
634,1803.085165,1490.7793,
635,1780.0891,1500.4181,
636,1861.2965,1524.5539,
637,1485.694849,1801.37185,
638,1697.5529,1896.89238,
639,1704.8021,1655.96272,
640,1795.29085,1528.9684,
641,1786.45083,1517.4445,
642,1497.3748865,2050.699335,
643,1717.223015,1479.0695,
644,1393.661615,2073.9367065,
645,1329.93785,1829.95805,
646,1814.01388,1386.94895,
647,1742.41282,1424.04555,
648,1899.678915,1502.41375,
649,1836.55985,1562.72673,
650,1671.45661,1385.039,
651,1986.6209,1608.41235,
652,1694.15155,1497.3161,
653,1894.56265,1432.22865,
654,1915.83395,1505.6165,
655,1794.76153,1634.385085,
656,1640.86849,1795.17268,
657,1456.117525,2083.8845825,
658,1419.04719,1771.397075,
659,1820.84783,1573.9317,
660,1714.052635,1575.30065,
661,1656.5631,2012.873055,
662,1680.361715,1537.3015,
663,1460.8452375,1933.99645,
664,1239.81605,1579.1214,
665,1517.3156195,2072.3398045,
666,1858.9269,1680.6706,
667,1499.9137945,1827.72355,
668,1761.60695,1537.02915,
669,1849.500635,1766.72932,
670,1666.33126,1526.3302,
671,1752.37755,1364.52155,
672,1738.667825,1500.9465,
673,1641.62612,1505.3465,
674,1804.77453,1572.345,
675,1918.31965,1605.34805,
676,1220.06872,2072.48194,
677,1277.29206,1889.493665,
678,1329.439325,2014.743825,
679,1737.20707,1527.5917,
680,1655.72855,1448.9735,
681,1774.1028,1486.02155,
682,1412.53628,1711.04277,
683,1684.86648,1954.39236,
684,1812.6444,1728.5312,
685,1787.03118,1687.039535,
686,1220.35613,1872.261685,
687,1688.033865,1431.1279,
688,1880.553825,1627.0768,
689,1751.37284,1524.62775,
690,1849.0843,1522.64365,
691,1355.94129,1935.24741,
692,1282.973825,1692.5819,
693,1688.962225,1548.5318,
694,1471.18188,1777.976485,
695,1410.666715,1938.18589,
696,1540.7320325,1769.07985,
697,1452.61797,1844.95169,
698,1283.0298,1764.53875,
699,1577.22492,2098.102453,
700,1162.05025,1910.88481,
701,1656.960015,1512.2441,
702,1893.8273,1707.368665,
703,1712.00976,1592.92075,
704,1811.20015,1630.60878,
705,1576.1313,2008.001295,
706,1665.08088,1712.03038,
707,1816.6893,1746.12515,
708,1483.717685,1909.52748,
709,1863.7581,1633.030925,
710,1486.9096315,1967.081875,
711,1461.06465,1870.79608,
712,1766.61135,1743.28468,
713,1674.6317,1460.5461,
714,1583.649755,1930.75514,
715,1596.93669,2044.0606515,
716,1398.60193,1905.21452,
717,1620.0842,2021.242945,
718,1797.64083,1725.160625,
719,1692.36799,1588.71257,
720,1844.75465,1601.635,
721,1511.3290819,1906.868435,
722,1418.006875,2059.40618715,
723,1882.92138,1740.94545,
724,1620.2569,1928.967115,
725,1706.31498,2058.221262,
726,1654.238425,1674.775985,
727,1293.873785,2070.924982,
728,1615.11032,1540.99535,
729,1280.360235,1829.2404,
730,1726.6497,1518.66645,
731,1336.800635,1912.037825,
732,1716.650475,1743.88145,
733,1283.27041,2107.393195,
734,1512.7257168,2146.0552,
735,1437.19513,2019.791735,
736,1673.0855,1924.050335,
737,1641.8672,1998.179455,
738,1472.379325,2108.673517,
739,1557.96668,2042.79832,
740,1295.72416,2045.6429825,
741,1248.4159,1936.30603,
742,1653.74851,1874.3838,
743,1546.874443,1995.080045,
744,1547.68633,2018.269823,
745,1349.62844,2037.699192,
746,1629.71795,2047.3852215,
747,1536.98829,2058.99627075,
748,1418.16803,2109.0952,
749,1489.592235,1885.6924,
750,1681.85671,2048.3793055,
751,1314.55369,2075.184677,
752,1146.086325,1860.1826,
753,1101.84243,2064.36154065,
754,1533.6486475,2005.314165,
755,1680.27674,1884.25769,
756,1452.699515,2192.15915,
757,1713.596885,1359.02015,
758,1546.119975,1975.01109,
759,1555.712905,2090.74996,
760,1606.223715,2071.650997,
761,1522.864046,1984.03558,
762,1521.9390325,2032.35782,
763,1621.3029,2083.37845,
764,1330.29603,2137.409485,
765,1278.38688,1918.52675,
766,1327.33745,1945.602445,
767,1292.41921,2163.93936,
768,986.5752,1919.345885,
769,1498.765068,2171.04635,
770,1383.98012,1993.27105,
771,1305.73919,2131.055015,
772,1443.616105,2051.933455,
773,1393.594575,1963.291205,
774,948.51255,2093.8541,
775,1199.02815,2142.39098,
776,1067.69925,2132.78421,
777,1402.34931,2198.55285,
778,1260.05125,1984.716675,
779,1351.8039,2209.757,
780,1327.88671,2035.251645,
781,1619.01298,1997.338415,
782,1623.85292,1975.112365,
783,1360.01992,1981.91471,
784,1481.834072,2124.113798,
785,1565.05592,2066.2897614,
786,1387.382525,2164.627035,
787,1244.5923,1887.65016,
788,1481.2284375,2146.273865,
789,1195.3956,1956.45552,
790,1376.189875,2137.47772,
791,1472.319252,2172.47105,
792,1646.41099,2035.12686,
793,1478.814365,2196.036865,
794,1533.006225,2095.117937,
795,1632.987915,1819.979065,
796,1353.36605,2157.053755,
797,1097.83775,2008.567685,
798,1586.4765,2066.08805425,
799,1269.09347,2068.676248,
800,1599.671415,1939.26985,
801,1456.186465,2142.140915,
802,1026.20385,1776.102215,
803,1368.8262,2082.8175315,
804,1576.43888,2032.74725,
805,1533.5494765,2115.36001,
806,1606.6681,2101.75259,
807,1597.155555,1993.862735,
808,1596.827285,2129.42973,
809,1282.9164,2130.46561,
810,1208.8207,2092.8506375,
811,1588.18953,2021.995615,
812,1554.8523825,1928.334285,
813,1391.447555,2114.79423,
814,1384.230375,2017.8706375,
815,1691.61385,2102.901045,
816,1573.45825,2200.68215,
817,1098.321615,2116.0589,
818,1566.82381,2141.807385,
819,1251.01225,2244.562635,
820,1562.26981,1984.97858,
821,1468.42386,1852.01814,
822,1123.16558,1929.09215,
823,1353.28701,2180.049475,
824,1592.032575,2115.98117,
825,1370.495565,1961.306525,
826,1337.649465,2087.4471015,
827,1440.843985,2113.726015,
828,1534.644623,1929.39868,
829,1457.476532,2119.88817,
830,1187.28435,2187.46677,
831,1574.226532,2080.982008,
832,1312.69117,2026.642215,
833,1589.05,2082.773405,
834,1336.40174,2248.06123,
835,1532.4588625,2133.031805,
836,1319.831885,2115.550525,
837,1481.762215,2088.233028,
838,1462.512188,1997.97116,
839,1489.12206,2108.62454,
840,1194.35897,2073.5570515,
841,1428.00535,2185.2581,
842,1103.67138,2040.933174,
843,1484.611128,2034.642525,
844,1377.79055,2185.501325,
845,1300.81105,2089.1556,
846,1478.446888,2015.437955,
847,1408.72505,2084.53017,
848,1309.379175,2188.21804,
849,1430.23648,1984.179335,
850,1440.43675,2170.972395,
851,1372.45614,2207.24818,
852,1162.7875,2192.69915,
853,1352.288735,2121.797055,
854,1285.943475,2186.380485,
855,1221.9582,2108.984785,
856,1153.03158,2124.29008,
857,1283.66622,2086.91469,
858,921.67225,1740.85845,
859,1298.72396,2115.655965,
860,1189.2775,2163.62963,
861,1292.00395,2146.8112,
862,1359.27401,2103.111255,
863,1147.978965,2166.46327,
864,1347.331185,1997.890845,
865,1318.57325,2053.348003,
866,1220.51882,2213.2294,
867,1258.2901,2143.991515,
868,1316.540915,2097.2747975,
869,905.07905,1787.4371,
870,1234.4025,2015.7064225,
871,1246.39975,1963.40522,
872,1220.2637,2160.421895,
873,1229.4476,2036.03351,
874,1034.202475,1997.739975,
875,1209.60915,2174.9435,
876,1239.1815,2158.018935,
877,1083.62285,2198.22406,
878,625.3395,1771.245,
879,831.20125,1659.93715,
880,939.9947,1593.77293,
881,844.28555,1667.06085,
882,917.2265,1667.94255,
883,1815.90542,911.6152,
884,1813.196,1531.55055,
885,1725.68778,2025.790825,
886,1595.80577,1086.3435,
887,1485.9906065,1336.8189,
888,1452.577957,1390.4534,
889,1658.73641,1820.346935,
890,1610.468435,1773.953475,
891,1465.356005,2046.882638,
892,1581.54038,902.7237,
893,1559.18379,1107.81795,
894,1549.20002,1156.65195,
895,1465.07568,992.53925,
896,1590.4124,823.08335,
897,1710.97904,1089.05365,
898,1575.163175,1157.7165,
899,1605.619285,1127.5956,
900,1591.074045,1865.74425,
901,1548.077395,880.822,
902,1591.238615,1677.46028,
903,909.042,1908.7469,
904,1586.029915,1806.779525,
905,1753.688225,1937.746185,
906,1311.146415,1875.22405,
907,1177.89735,2309.4526,
908,1134.1992,2128.73444,
909,1109.668,2230.99215,
910,1226.5191,1912.230785,
911,682.08,1970.3301,
912,1621.1225,1558.42385,
913,1601.814735,1182.42975,
914,1560.877262,886.8736,
915,1573.2564775,982.7109,
916,1505.8115355,1190.82385,
917,1569.0898325,1139.68215,
918,1254.4769,1628.63565,
919,1697.87098,1322.66895,
920,1070.61885,1694.056775,
921,1611.47721,1147.06655,
922,1739.706015,1255.2482,
923,1468.100025,1477.82845,
924,1706.51577,1372.96375,
925,1669.377785,1424.9195,
926,1567.32643,1451.56595,
927,1321.590235,1702.18275,
928,1599.01332,1921.056335,
929,1681.12626,1488.86575,
930,1436.0969,1932.40885,
931,1130.687585,1701.8013,
932,1720.95458,1704.5791,
933,1655.521675,1576.49635,
934,1080.99047,1919.2954,
935,1140.621725,2014.4097575,
936,1668.34675,1903.18611,
937,1101.666465,1976.89235,
938,1501.25317,2028.56077,
939,1037.13955,2096.15584,
