Node,x,y,
205,543.4,312.8,
206,268.6,328.8,
207,266.2,325.2,
208,262.2,328.2,
209,421.4,376.4,
210,813.8,282.2,
211,812,311.4,
212,813.6,311.4,
213,736,372.4,
214,752.4,380,
215,730.352864,376.880984,
216,771.301952,383.462108,
217,757.8,369.4,
218,722.2,306.4,
219,688.4,325.2,
220,529.8,374.4,
221,548,366.2,
222,229.2,255.2,
223,245,270.2,
224,224.4,292.2,
225,224.439536,273.63314,
226,224.8,263,
227,227.6,254.4,
228,222.62144,253.413608,
229,739.8,314.4,
230,798,320.6,
231,844.2,302.2,
232,732,410.8,
233,678.8,364.6,
234,621.2,377.6,
235,515.8,449.2,
236,538.2,401.6,
237,538.4,406.6,
238,505.6,412.8,
239,422.2,418.8,
240,556.6,443.4,
241,520.8,486.8,
242,530.4,466.2,
243,526.8,464.6,
244,535,406.2,
245,536,426.4,
246,357.4,310.8,
247,366.2,323.6,
248,788,353.2,
249,772.4,333.8,
250,770.39996,335.337932,
251,771,339,
252,784.6,358.2,
253,788.2,357.8,
254,295.4,243,
255,229.8,228.4,
256,228.8,250.4,
257,227.6,229,
258,266.6,240.4,
259,234.8,225,
260,290.8,228,
261,737.6,487.4,
262,711.263432,465.523124,
263,713.6,459.6,
264,679.6,437.2,
265,739.6,479.6,
266,707.6,465.8,
267,710.4,405.4,
268,685.2,403.8,
269,726.2,414.8,
270,685.2,390,
271,699.4,392.2,
272,699.2,381.4,
273,712.2,422,
274,682.902224,399.772088,
275,688.613396,394.522676,
276,705.8,421.8,
277,686.6,398.6,
278,685,393.8,
279,692.8,403.6,
280,686.297,393.869768,
281,686.481872,383.722496,
282,691.544684,392.470364,
283,675.8,382.6,
284,690.326228,398.32772,
285,681.35984,392.861264,
286,686.535944,386.362772,
287,677.93366,391.996352,
288,639.2,325,
289,730.352864,376.880984,
290,757.8,369.4,
291,538.2,401.6,
292,538.4,406.6,
293,684.4,405.6,
294,705.8,421.8,
295,692.8,403.6,
296,675.8,382.6,
297,688,424.2,
298,724.4,416.8,
299,639.2,325,
300,775.4,331.8,
301,812,311.4,
302,730.352864,376.880984,
303,757.8,369.4,
304,678.8,364.6,
305,621.2,377.6,
306,556.6,443.4,
307,772.4,333.8,
308,231,346.6,
309,440.2,323.2,
310,813.057248,311.145284,
311,697.6,386,
312,680,410,
313,686.6,418.8,
314,705.8,421.8,
315,692.8,403.6,
316,721.2,425.4,
317,675.8,382.6,
318,681.509708,410.10524,
319,724.4,416.8,
320,692,412.4,
321,696.2,406,
322,706,410.6,
323,715.8,403,
324,639.2,325,
325,775.4,331.8,
326,843.8,288.4,
327,848,291.4,
328,699.4,292.6,
329,578.329292,259.808372,
330,813.8,282.2,
331,812,311.4,
332,741.2,367,
333,730.352864,376.880984,
334,757.8,369.4,
335,722.2,306.4,
336,688.4,325.2,
337,798,320.6,
338,740.8,406.6,
339,711.2,381.8,
340,678.8,364.6,
341,658.6,378.6,
342,685,374.6,
343,621.2,377.6,
344,538.2,401.6,
345,538.4,406.6,
346,556.6,443.4,
347,535,406.2,
348,536,426.4,
349,788,353.2,
350,772.4,333.8,
351,228.8,250.4,
352,682.902224,399.772088,
353,697.2,385,
354,675.8,382.6,
355,682.4,415.4,
356,688,424.2,
357,696.2,406,
358,730.352864,376.880984,
359,244.8,351.8,
360,639.2,325,
361,843.8,288.4,
362,811.2,311.2,
363,808.6,310.2,
364,811.2,311,
365,812,311.4,
366,753.6,319.2,
367,673.2,341.6,
368,699.4,292.6,
369,654.84434,365.015972,
370,651.4,367,
371,658.6,378.6,
372,668.8,366.2,
373,685,374.6,
374,659.4,365,
375,629.2,370.2,
376,642.2,374.4,
377,635.4,376.8,
378,632.2,366.4,
379,621.2,377.6,
380,662.243372,362.620712,
381,657.10718,369.503936,
382,657.6,375,
383,538.4,406.6,
384,556.6,443.4,
385,535,406.2,
386,612.05792,369.819668,
387,592.2,382.8,
388,551.875184,355.25,
389,615.234332,412.262108,
390,628.8,388.2,
391,620.491808,387.714224,
392,617.612528,336.469208,
393,658.6,378.6,
394,632.12762,377.440208,
395,643.6,374.8,
396,685,374.6,
397,659.4,365,
398,642.2,374.4,
399,632.2,366.4,
400,653.8,376.8,
401,657.10718,369.503936,
402,538.2,401.6,
403,538.4,406.6,
404,556.6,443.4,
405,535,406.2,
406,784.6,358.2,
407,788.2,357.8,
408,649.2,381.6,
409,657,400,
410,676.8,401.6,
411,681.509708,410.10524,
412,686.2,394.2,
413,698.8,408,
414,752.4,380,
415,652,421.8,
416,665.2,411,
417,667.8,394.6,
418,665.2,411,
419,664.4,411.6,
420,665.2,411,
421,737.6,487.4,
422,720.6,434.2,
423,711.263432,465.523124,
424,688.4,434.4,
425,704.6,434.8,
426,713.6,459.6,
427,679.6,437.2,
428,739.6,479.6,
429,707.6,465.8,
430,718.2,461.8,
431,735.939404,470.180312,
432,706.6,466,
433,721.8,450,
434,692.2,416.4,
435,266.2,325.2,
436,772.4,333.8,
437,652,410.8,
438,643.4,431.6,
439,640.2,400,
440,615.234332,412.262108,
441,617.8,412.4,
442,609,399,
443,611.6,405.8,
444,589,385.2,
445,268.4,388.6,
446,440.8,322,
447,473.8,333.8,
448,436.8,319.8,
449,441.650696,327.462812,
450,445.250432,334.002128,
451,430.4,327.4,
452,820.8,306.4,
453,718.2,461.8,
454,706.6,466,
455,642.988892,297.90896,
456,628.2,337.6,
457,671,324.8,
458,479,349.2,
459,531,345,
460,572.2,407,
461,587.4,427,
462,607.036052,433.809296,
463,618,440.4,
464,595.8,437.4,
465,621.40694,439.609496,
466,621.268664,435.301808,
467,775.4,331.8,
468,777.586172,333.96122,
469,838.4,292.8,
470,668,287.8,
471,578.329292,259.808372,
472,624,351.4,
473,543.4,312.8,
474,266.2,325.2,
475,421.4,376.4,
476,813.8,282.2,
477,812,311.4,
478,813.6,311.4,
479,752.4,380,
480,753.2,368,
481,730.352864,376.880984,
482,757.8,369.4,
483,722.2,306.4,
484,688.4,325.2,
485,542.4,364.2,
486,529.8,374.4,
487,548,366.2,
488,739.8,314.4,
489,565.189208,424.681928,
490,527,436.8,
491,532.2,438.6,
492,536.8,413,
493,553.2,451.4,
494,522.6,408,
495,536.2,429.8,
496,540.4,400.4,
497,566.2,429.6,
498,538.2,401.6,
499,534.4,440.2,
500,521.4,444.2,
501,538.4,406.6,
502,505.6,412.8,
503,422.2,418.8,
504,540,441.2,
505,529.4,435.8,
506,497.8,410.4,
507,537,455,
508,536,421.8,
509,506.8,422.4,
510,520.8,486.8,
511,572,429,
512,567.8,407,
513,473,362,
514,518.178752,447.074924,
515,528.8,424,
516,477.8,397,
517,533.561588,421.356056,
518,548.4,455.8,
519,475,416,
520,551.6,435.4,
521,564.2,420.8,
522,530.4,466.2,
523,575.2,438.8,
524,561.652808,430.196492,
525,558.2,418.4,
526,551.4,432.6,
527,531.8,427.4,
528,535,406.2,
529,531,433.2,
530,536,426.4,
531,555.4,428.6,
532,556.4,411.8,
533,536,454.4,
534,507.6,422.8,
535,548.8,439.4,
536,546.2,436,
537,507,466.4,
538,546.8,448.2,
539,526.2,437.2,
540,357.4,310.8,
541,366.2,323.6,
542,772.4,333.8,
543,784.6,358.2,
544,228.8,250.4,
545,266.6,240.4,
546,652.6,421.6,
547,664.4,411.6,
548,664.4,411.6,
549,660.869144,431.735516,
550,678.4,402,
551,620.196728,338.721488,
552,524.6,436.2,
553,525.8,397.2,
554,522.6,408,
555,538.2,401.6,
556,528.6,421.4,
557,538.4,406.6,
558,505.6,412.8,
559,422.2,418.8,
560,550.917716,445.693976,
561,562.4,448.4,
562,556.6,443.4,
563,506.8,422.4,
564,520.8,486.8,
565,567.8,407,
566,473,362,
567,477.8,397,
568,533.561588,421.356056,
569,497.6,418,
570,509,442.4,
571,551.6,435.4,
572,530.4,466.2,
573,535,406.2,
574,531,433.2,
575,491.725436,423.249188,
576,536,426.4,
577,523,485.8,
578,536,454.4,
579,507.6,422.8,
580,507,466.4,
581,526.2,437.2,
582,535.2,427.8,
583,772.4,333.8,
584,228.8,250.4,
585,266.6,240.4,
586,700.4,435,
587,780.873836,332.317316,
588,780.6,328.6,
589,783,325.8,
590,782.783396,341.756684,
591,848,291.4,
592,795.8,321.8,
593,798,320.6,
594,535,406.2,
595,536,426.4,
596,757.716932,343.996028,
597,788,353.2,
598,748.2,342.8,
599,770,351.4,
600,764,338.4,
601,766.2,344.2,
602,756.6,360.8,
603,779.038688,352.27196,
604,736.2,354.2,
605,762.6,341,
606,753.737264,337.659776,
607,769,341.6,
608,757.4,346.8,
609,784.6,358.2,
610,783.8,355.6,
611,788.2,357.8,
612,228.8,250.4,
613,657,400,
614,640.6,401.2,
615,649.2,401.4,
616,666.8,412.6,
617,641.2,426.6,
618,660.59852,412.120664,
619,661,402.6,
620,666.8,398.8,
621,669.4,409.6,
622,663.8,400.6,
623,649.2,401.4,
624,658.2,396.8,
625,658,397.2,
626,651.517028,390.242288,
627,652.2,408.4,
628,390.4,419.8,
629,385.6,378.6,
630,423.4,384.4,
631,405.2,406.8,
632,355.4,403.4,
633,385.6,378.6,
634,382,405.2,
635,294.2,407.4,
636,383.2,405.4,
637,325,376,
638,385.6,378.6,
639,382,405.2,
640,371,399.4,
641,351.4,385.2,
642,294.2,407.4,
643,257.8,360.8,
644,252,376.6,
645,232.2,349.2,
646,263.6,387,
647,233.2,342.4,
648,230.6,340.4,
649,438.307424,312.504356,
650,444.2,341,
651,452.4,315.8,
652,692.2,416.4,
653,700.963748,430.106936,
654,312.6,231.8,
655,647.4,304,
656,575.4,298.8,
657,671,281.4,
658,704.4,287.6,
659,584.4,275.4,
660,266.2,325.2,
661,262.2,328.2,
662,418.2,411.4,
663,405.2,406.8,
664,428.8,371.8,
665,802.2,309.6,
666,229.2,255.2,
667,224.4,292.2,
668,224.439536,273.63314,
669,224.8,263,
670,227.6,254.4,
671,222.62144,253.413608,
672,678.8,364.6,
673,515.8,449.2,
674,556.6,443.4,
675,526.2,437.2,
676,354.606536,308.4683,
677,357.4,310.8,
678,366.2,323.6,
679,356.520212,304.9367,
680,772.4,333.8,
681,295.4,243,
682,228.8,250.4,
683,266.6,240.4,
684,234.8,225,
685,290.8,228,
686,645.2,283.6,
687,382,405.2,
688,351.4,385.2,
689,347.4,404.6,
690,371,399.4,
691,357.2,415.6,
692,351.4,385.2,
693,324.6,407.2,
694,272,377.2,
695,281,391.4,
696,285.8,394.6,
697,291.2,392.6,
698,242,337,
699,292.4,390.6,
700,294.2,407.4,
701,244.8,351.8,
702,473.8,333.8,
703,445.250432,334.002128,
704,639.2,325,
705,266.2,325.2,
706,421.4,376.4,
707,222.62144,253.413608,
708,515.8,449.2,
709,538.4,406.6,
710,556.6,443.4,
711,535,406.2,
712,536,426.4,
713,357.4,310.8,
714,772.4,333.8,
715,228.8,250.4,
716,403.323512,380.44328,
717,405.2,406.8,
718,355.4,403.4,
719,382,405.2,
720,353.6,368,
721,382,405.2,
722,351.4,385.2,
723,281,391.4,
724,285.8,394.6,
725,291.2,392.6,
726,292.4,390.6,
727,294.2,407.4,
728,266.2,325.2,
729,281,391.4,
730,294.2,407.4,
731,266.2,325.2,
732,310.8,310,
733,300.817724,349.178684,
734,421.4,376.4,
735,529.8,374.4,
736,224.4,292.2,
737,224.439536,273.63314,
738,227.6,254.4,
739,222.62144,253.413608,
740,515.8,449.2,
741,538.4,406.6,
742,422.2,418.8,
743,556.6,443.4,
744,535,406.2,
745,354.606536,308.4683,
746,344.6,332.8,
747,357.4,310.8,
748,366.2,323.6,
749,338,354.4,
750,228.8,250.4,
751,266.6,240.4,
752,234.8,225,
753,290.8,228,
754,382,405.2,
755,383.2,405.4,
756,355.4,403.4,
757,329.34296,395.979752,
758,355.4,403.4,
759,325,376,
760,355.4,403.4,
761,281,391.4,
762,294.2,407.4,
763,266.2,325.2,
764,250.2,339,
765,244,344,
766,235.958564,345.02282,
767,262.8,359,
768,260,338.2,
769,281,391.4,
770,214.4,328.4,
771,254.2,352.4,
772,237.2,360.8,
773,232.6,340.4,
774,293.4,391.2,
775,285.8,394.6,
776,250.4,335.2,
777,291.2,392.6,
778,242,337,
779,292.4,390.6,
780,294.2,407.4,
781,231,346.6,
782,257.8,360.8,
783,252,376.6,
784,232.2,349.2,
785,263.6,387,
786,244.8,351.8,
787,235.6,356.4,
788,230.2,312.8,
789,233.2,342.4,
790,230.6,340.4,
791,255.6,342.4,
792,257.2,344.4,
793,268.4,388.6,
794,238.4,335.2,
795,436.8,319.8,
796,445.250432,334.002128,
797,430.4,327.4,
798,688.613396,394.522676,
799,686.297,393.869768,
800,312.6,231.8,
801,639.2,325,
802,843.8,288.4,
803,266.2,325.2,
804,262.2,328.2,
805,812,311.4,
806,229.2,255.2,
807,224.4,292.2,
808,224.439536,273.63314,
809,227.6,254.4,
810,538.4,406.6,
811,556.6,443.4,
812,536,426.4,
813,357.4,310.8,
814,772.4,333.8,
815,228.8,250.4,
816,227.6,229,
817,266.6,240.4,
818,234.8,225,
819,213.36956,299.693132,
820,249.8,335.8,
821,262.8,359,
822,213.286136,311.132804,
823,281,391.4,
824,237.2,360.8,
825,293.4,391.2,
826,285.8,394.6,
827,250.4,335.2,
828,291.2,392.6,
829,242,337,
830,292.4,390.6,
831,294.2,407.4,
832,257.8,360.8,
833,252,376.6,
834,263.6,387,
835,244.8,351.8,
836,235.6,356.4,
837,230.2,312.8,
838,255.6,342.4,
839,257.2,344.4,
840,268.4,388.6,
841,238.4,335.2,
842,692.2,416.4,
843,686.297,393.869768,
844,639.2,325,
845,266.2,325.2,
846,262.2,328.2,
847,229.2,255.2,
848,224.439536,273.63314,
849,227.6,254.4,
850,556.6,443.4,
851,535,406.2,
852,357.4,310.8,
853,366.2,323.6,
854,228.8,250.4,
855,271.2,375.8,
856,281,391.4,
857,254.2,352.4,
858,237.2,360.8,
859,285.8,394.6,
860,250.4,335.2,
861,291.2,392.6,
862,242,337,
863,292.4,390.6,
864,294.2,407.4,
865,231,346.6,
866,252,376.6,
867,232.2,349.2,
868,263.6,387,
869,244.8,351.8,
870,235.6,356.4,
871,233.2,342.4,
872,255.6,342.4,
873,268.4,388.6,
874,238.4,335.2,
875,440.8,322,
876,639.2,325,
877,578.329292,259.808372,
878,584.4,275.4,
879,266.2,325.2,
880,262.2,328.2,
881,227.6,254.4,
882,716.8,380.6,
883,535,406.2,
884,357.4,310.8,
885,228.8,250.4,
886,259.6,329.2,
887,252.14684,314.98472,
888,281,391.4,
889,230,345.6,
890,237.2,360.8,
891,285.8,394.6,
892,291.2,392.6,
893,242,337,
894,292.4,390.6,
895,294.2,407.4,
896,252,376.6,
897,263.6,387,
898,244.8,351.8,
899,255.6,342.4,
900,267.8,365.6,
901,268.4,388.6,
902,639.2,325,
903,266.2,325.2,
904,529.8,374.4,
905,538.4,406.6,
906,556.6,443.4,
907,535,406.2,
908,228.8,250.4,
909,568.89812,377.36048,
910,575.8,394.8,
911,286.2,372.2,
912,252.14684,314.98472,
913,259.2,356.4,
914,230,345.6,
915,214.4,328.4,
916,254.2,352.4,
917,271.4,351.8,
918,237.2,360.8,
919,232.6,340.4,
920,293.4,391.2,
921,250.4,335.2,
922,291.2,392.6,
923,242,337,
924,292.4,390.6,
925,294.2,407.4,
926,231,346.6,
927,257.8,360.8,
928,252,376.6,
929,232.2,349.2,
930,263.6,387,
931,244.8,351.8,
932,235.6,356.4,
933,230.2,312.8,
934,233.2,342.4,
935,230.6,340.4,
936,255.6,342.4,
937,239,330,
938,234.6,319.6,
939,267.8,365.6,
940,257.2,344.4,
941,268.4,388.6,
942,238.4,335.2,
943,440.8,322,
944,473.8,333.8,
945,436.8,319.8,
946,440.2,323.2,
947,441.650696,327.462812,
948,445.250432,334.002128,
949,424.4,337.4,
950,430.4,327.4,
951,438.307424,312.504356,
952,452.4,315.8,
953,827.8,298.8,
954,824.8,304.4,
955,813.057248,311.145284,
956,731.434328,460.289396,
957,737.6,487.4,
958,713.6,459.6,
959,679.6,437.2,
960,739.6,479.6,
961,707.6,465.8,
962,709.6,472,
963,692.2,416.4,
964,688.613396,394.522676,
965,686.297,393.869768,
966,700,405.4,
967,691.544684,392.470364,
968,675.8,382.6,
969,680.6,403,
970,312.6,231.8,
971,360.8,273.4,
972,301.8,220.2,
973,639.2,325,
974,642.988892,297.90896,
975,615.8,329.8,
976,628.2,337.6,
977,647.4,304,
978,676.2,330.8,
979,668.2,299.8,
980,663.6,324.6,
981,671,324.8,
982,670.30004,339.200024,
983,666.6,305.4,
984,575.4,298.8,
985,479,349.2,
986,561,328.2,
987,531,345,
988,562.8,331,
989,778.2,328.8,
990,780.557372,328.584032,
991,850.6,288.4,
992,843.8,288.4,
993,844,294.6,
994,671,281.4,
995,668,287.8,
996,697.8,298.8,
997,693.959192,292.959656,
998,699.4,292.6,
999,603.6,273,
1000,578.329292,259.808372,
1001,584.4,275.4,
1002,624,351.4,
1003,617.612528,336.469208,
1004,543.4,312.8,
1005,540.8,310,
1006,266.2,325.2,
1007,318.2,333.8,
1008,300.817724,349.178684,
1009,262.2,328.2,
1010,262.6829,329.985584,
1011,803.8,317.2,
1012,806,313.2,
1013,811.2,316.2,
1014,799.4,320.2,
1015,801,312,
1016,421.4,376.4,
1017,418.2,411.4,
1018,416.772068,371.495456,
1019,428.8,371.8,
1020,419.6,382.4,
1021,813.2,309.8,
1022,791,285.8,
1023,809.8,304,
1024,816.6,289.8,
1025,812,311.4,
1026,802.2,309.6,
1027,813.8,309.8,
1028,736.691288,366.593,
1029,741.2,367,
1030,757.8,369.4,
1031,722.2,306.4,
1032,688.4,325.2,
1033,685.2,327.2,
1034,687.8,329.2,
1035,529.8,374.4,
1036,548,366.2,
1037,229.2,255.2,
1038,245,270.2,
1039,224.4,292.2,
1040,216.374492,291.325292,
1041,236.8,288.6,
1042,224.439536,273.63314,
1043,224.8,263,
1044,227.6,254.4,
1045,222.62144,253.413608,
1046,753.6,319.2,
1047,777.4,306,
1048,843,298.2,
1049,711.2,381.8,
1050,678.8,364.6,
1051,621.2,377.6,
1052,515.8,449.2,
1053,538.2,401.6,
1054,538.4,406.6,
1055,505.6,412.8,
1056,422.2,418.8,
1057,556.6,443.4,
1058,551.6,435.4,
1059,535,406.2,
1060,536,426.4,
1061,526.2,437.2,
1062,354.606536,308.4683,
1063,357.4,310.8,
1064,366.2,323.6,
1065,338,354.4,
1066,356.520212,304.9367,
1067,772.4,333.8,
1068,756.6,360.8,
1069,767.4,328.2,
1070,770.39996,335.337932,
1071,784.6,358.2,
1072,788.2,357.8,
1073,266.2,244.8,
1074,295.4,243,
1075,228.8,250.4,
1076,227.6,229,
1077,266.6,240.4,
1078,234.8,225,
1079,290.8,228,
1080,227.569088,236.257964,
1081,236.133404,214.144184,
1082,254,240.8,
1083,626,281,
1084,645.2,283.6,
1085,250.4,335.2,
1086,242,337,
1087,294.2,407.4,
1088,231,346.6,
1089,257.8,360.8,
1090,252,376.6,
1091,232.2,349.2,
1092,263.6,387,
1093,244.8,351.8,
1094,235.6,356.4,
1095,233.2,342.4,
1096,230.6,340.4,
1097,255.6,342.4,
1098,267.8,365.6,
1099,268.4,388.6,
1100,238.4,335.2,
1101,440.8,322,
1102,473.8,333.8,
1103,436.8,319.8,
1104,440.2,323.2,
1105,441.650696,327.462812,
1106,445.250432,334.002128,
1107,430.4,327.4,
1108,438.307424,312.504356,
1109,737.6,487.4,
1110,713.6,459.6,
1111,679.6,437.2,
1112,692.2,416.4,
1113,688.613396,394.522676,
1114,686.297,393.869768,
1115,691.544684,392.470364,
1116,312.6,231.8,
1117,301.8,220.2,
1118,639.2,325,
1119,642.988892,297.90896,
1120,628.2,337.6,
1121,671,324.8,
1122,479,349.2,
1123,531,345,
1124,775.4,331.8,
1125,843.8,288.4,
1126,848,291.4,
1127,668,287.8,
1128,699.4,292.6,
1129,578.329292,259.808372,
1130,617.612528,336.469208,
1131,266.2,325.2,
1132,262.2,328.2,
1133,421.4,376.4,
1134,812,311.4,
1135,736.691288,366.593,
1136,730.352864,376.880984,
1137,771.301952,383.462108,
1138,757.8,369.4,
1139,688.4,325.2,
1140,529.8,374.4,
1141,548,366.2,
1142,229.2,255.2,
1143,224.4,292.2,
1144,224.439536,273.63314,
1145,227.6,254.4,
1146,222.62144,253.413608,
1147,777.4,306,
1148,515.8,449.2,
1149,538.2,401.6,
1150,538.4,406.6,
1151,505.6,412.8,
1152,422.2,418.8,
1153,550.917716,445.693976,
1154,556.6,443.4,
1155,551.6,435.4,
1156,535,406.2,
1157,536,426.4,
1158,357.4,310.8,
1159,366.2,323.6,
1160,772.4,333.8,
1161,788.2,357.8,
1162,295.4,243,
1163,228.8,250.4,
1164,227.6,229,
1165,266.6,240.4,
1166,234.8,225,
1167,290.8,228,
1168,645.2,283.6,
1169,291.2,392.6,
1170,242,337,
1171,294.2,407.4,
1172,244.8,351.8,
1173,233.2,342.4,
1174,238.4,335.2,
1175,240.6,330.4,
1176,262.2,328.2,
1177,242,337,
1178,294.2,407.4,
1179,231,346.6,
1180,257.8,360.8,
1181,252,376.6,
1182,232.2,349.2,
1183,263.6,387,
1184,244.8,351.8,
1185,230.2,312.8,
1186,233.2,342.4,
1187,230.6,340.4,
1188,255.6,342.4,
1189,267.8,365.6,
1190,268.4,388.6,
1191,473.8,333.8,
1192,445.250432,334.002128,
1193,430.4,327.4,
1194,312.6,231.8,
1195,639.2,325,
1196,266.2,325.2,
1197,262.2,328.2,
1198,222.62144,253.413608,
1199,515.8,449.2,
1200,538.4,406.6,
1201,535,406.2,
1202,357.4,310.8,
1203,366.2,323.6,
1204,228.8,250.4,
1205,266.6,240.4,
1206,234.8,225,
1207,292.4,390.6,
1208,294.2,407.4,
1209,231,346.6,
1210,257.8,360.8,
1211,252,376.6,
1212,232.2,349.2,
1213,263.6,387,
1214,244.8,351.8,
1215,235.6,356.4,
1216,230.2,312.8,
1217,233.2,342.4,
1218,230.6,340.4,
1219,255.6,342.4,
1220,234.6,319.6,
1221,268.4,388.6,
1222,445.250432,334.002128,
1223,639.2,325,
1224,266.2,325.2,
1225,262.2,328.2,
1226,529.8,374.4,
1227,224.439536,273.63314,
1228,224.8,263,
1229,227.6,254.4,
1230,222.62144,253.413608,
1231,515.8,449.2,
1232,538.4,406.6,
1233,556.6,443.4,
1234,535,406.2,
1235,354.606536,308.4683,
1236,357.4,310.8,
1237,295.4,243,
1238,228.8,250.4,
1239,266.6,240.4,
1240,234.8,225,
1241,227.569088,236.257964,
1242,294.2,407.4,
1243,231,346.6,
1244,257.8,360.8,
1245,252,376.6,
1246,263.6,387,
1247,244.8,351.8,
1248,235.6,356.4,
1249,233.2,342.4,
1250,230.6,340.4,
1251,255.6,342.4,
1252,267.8,365.6,
1253,268.4,388.6,
1254,440.8,322,
1255,473.8,333.8,
1256,440.2,323.2,
1257,445.250432,334.002128,
1258,430.4,327.4,
1259,639.2,325,
1260,266.2,325.2,
1261,262.2,328.2,
1262,421.4,376.4,
1263,771.301952,383.462108,
1264,229.2,255.2,
1265,224.4,292.2,
1266,224.439536,273.63314,
1267,227.6,254.4,
1268,222.62144,253.413608,
1269,515.8,449.2,
1270,538.4,406.6,
1271,422.2,418.8,
1272,556.6,443.4,
1273,535,406.2,
1274,357.4,310.8,
1275,366.2,323.6,
1276,770.39996,335.337932,
1277,295.4,243,
1278,228.8,250.4,
1279,266.6,240.4,
1280,234.8,225,
1281,257.8,360.8,
1282,252,376.6,
1283,263.6,387,
1284,244.8,351.8,
